id,poll_id,question_id,option_id,count,percentage,denominator,deminator_estimate,done_by,notes
cvvm_2016-01-14_volebni_ucast_psp_1_bezodpovedi,cvvm_2016-01-14,volebni_ucast_psp_1,bezodpovedi,0,NA,NA,NA,Kamil Gregor,
cvvm_2016-01-14_stranicke_preference_psp_1_cssd,cvvm_2016-01-14,stranicke_preference_psp_1,cssd,165,0.213,775,NA,Kamil Gregor,
cvvm_2016-01-14_stranicke_preference_psp_1_ods,cvvm_2016-01-14,stranicke_preference_psp_1,ods,55,0.071,775,NA,Kamil Gregor,
cvvm_2016-01-14_stranicke_preference_psp_1_kscm,cvvm_2016-01-14,stranicke_preference_psp_1,kscm,94,0.121,775,NA,Kamil Gregor,
cvvm_2016-01-14_stranicke_preference_psp_1_kducsl,cvvm_2016-01-14,stranicke_preference_psp_1,kducsl,39,0.05,775,NA,Kamil Gregor,
cvvm_2016-01-14_stranicke_preference_psp_1_sz,cvvm_2016-01-14,stranicke_preference_psp_1,sz,22,0.028,775,NA,Kamil Gregor,
cvvm_2016-01-14_stranicke_preference_psp_1_top09,cvvm_2016-01-14,stranicke_preference_psp_1,top09,43,0.055,775,NA,Kamil Gregor,
cvvm_2016-01-14_stranicke_preference_psp_1_spo,cvvm_2016-01-14,stranicke_preference_psp_1,spo,0,0,775,NA,Kamil Gregor,
cvvm_2016-01-14_stranicke_preference_psp_1_ano,cvvm_2016-01-14,stranicke_preference_psp_1,ano,181,0.234,775,NA,Kamil Gregor,
cvvm_2016-01-14_stranicke_preference_psp_1_zadna,cvvm_2016-01-14,stranicke_preference_psp_1,zadna,2,0.003,775,NA,Kamil Gregor,
cvvm_2016-01-14_stranicke_preference_psp_1_ostatni,cvvm_2016-01-14,stranicke_preference_psp_1,ostatni,15,0.019,775,NA,Kamil Gregor,
cvvm_2016-01-14_stranicke_preference_psp_1_pirati,cvvm_2016-01-14,stranicke_preference_psp_1,pirati,13,0.017,775,NA,Kamil Gregor,
cvvm_2016-01-14_stranicke_preference_psp_1_svobodni,cvvm_2016-01-14,stranicke_preference_psp_1,svobodni,4,0.005,775,NA,Kamil Gregor,
cvvm_2016-01-14_stranicke_preference_psp_1_spd,cvvm_2016-01-14,stranicke_preference_psp_1,spd,14,0.018,775,NA,Kamil Gregor,
cvvm_2016-01-14_stranicke_preference_psp_1_usvit,cvvm_2016-01-14,stranicke_preference_psp_1,usvit,11,0.014,775,NA,Kamil Gregor,
cvvm_2016-01-14_stranicke_preference_psp_1_ostatnivyroky,cvvm_2016-01-14,stranicke_preference_psp_1,ostatnivyroky,11,0.014,775,NA,Kamil Gregor,
cvvm_2016-01-14_stranicke_preference_psp_1_nevi,cvvm_2016-01-14,stranicke_preference_psp_1,nevi,106,0.137,775,NA,Kamil Gregor,
cvvm_2016-01-14_stranicke_preference_psp_1_bezodpovedi,cvvm_2016-01-14,stranicke_preference_psp_1,bezodpovedi,11,NA,NA,NA,Kamil Gregor,
cvvm_2016-01-14_stranicke_preference_psp_1_odmitl,cvvm_2016-01-14,stranicke_preference_psp_1,odmitl,6,NA,NA,NA,Kamil Gregor,
cvvm_2016-02-11_volebni_ucast_psp_1_rozhodneano,cvvm_2016-02-11,volebni_ucast_psp_1,rozhodneano,277,0.257,1078,NA,Kamil Gregor,
cvvm_2016-02-11_volebni_ucast_psp_1_spiseano,cvvm_2016-02-11,volebni_ucast_psp_1,spiseano,367,0.34,1078,NA,Kamil Gregor,
cvvm_2016-02-11_volebni_ucast_psp_1_spisene,cvvm_2016-02-11,volebni_ucast_psp_1,spisene,123,0.114,1078,NA,Kamil Gregor,
cvvm_2016-02-11_volebni_ucast_psp_1_rozhodnene,cvvm_2016-02-11,volebni_ucast_psp_1,rozhodnene,204,0.189,1078,NA,Kamil Gregor,
cvvm_2016-02-11_volebni_ucast_psp_1_bezprava,cvvm_2016-02-11,volebni_ucast_psp_1,bezprava,37,0.034,1078,NA,Kamil Gregor,
cvvm_2016-02-11_volebni_ucast_psp_1_nevi,cvvm_2016-02-11,volebni_ucast_psp_1,nevi,70,0.065,1078,NA,Kamil Gregor,
cvvm_2016-02-11_volebni_ucast_psp_1_bezodpovedi,cvvm_2016-02-11,volebni_ucast_psp_1,bezodpovedi,2,NA,NA,NA,Kamil Gregor,
cvvm_2016-02-11_stranicke_preference_psp_1_cssd,cvvm_2016-02-11,stranicke_preference_psp_1,cssd,171,0.208,822,NA,Kamil Gregor,
cvvm_2016-02-11_stranicke_preference_psp_1_ods,cvvm_2016-02-11,stranicke_preference_psp_1,ods,60,0.073,822,NA,Kamil Gregor,
cvvm_2016-02-11_stranicke_preference_psp_1_kscm,cvvm_2016-02-11,stranicke_preference_psp_1,kscm,97,0.118,822,NA,Kamil Gregor,
cvvm_2016-02-11_stranicke_preference_psp_1_kducsl,cvvm_2016-02-11,stranicke_preference_psp_1,kducsl,49,0.06,822,NA,Kamil Gregor,
cvvm_2016-02-11_stranicke_preference_psp_1_sz,cvvm_2016-02-11,stranicke_preference_psp_1,sz,20,0.024,822,NA,Kamil Gregor,
cvvm_2016-02-11_stranicke_preference_psp_1_top09,cvvm_2016-02-11,stranicke_preference_psp_1,top09,42,0.051,822,NA,Kamil Gregor,
cvvm_2016-02-11_stranicke_preference_psp_1_spo,cvvm_2016-02-11,stranicke_preference_psp_1,spo,4,0.005,822,NA,Kamil Gregor,
cvvm_2016-02-11_stranicke_preference_psp_1_ano,cvvm_2016-02-11,stranicke_preference_psp_1,ano,194,0.236,822,NA,Kamil Gregor,
cvvm_2016-02-11_stranicke_preference_psp_1_zadna,cvvm_2016-02-11,stranicke_preference_psp_1,zadna,5,0.006,822,NA,Kamil Gregor,
cvvm_2016-02-11_stranicke_preference_psp_1_ostatni,cvvm_2016-02-11,stranicke_preference_psp_1,ostatni,13,0.016,822,NA,Kamil Gregor,
cvvm_2016-02-11_stranicke_preference_psp_1_pirati,cvvm_2016-02-11,stranicke_preference_psp_1,pirati,27,0.033,822,NA,Kamil Gregor,
cvvm_2016-02-11_stranicke_preference_psp_1_svobodni,cvvm_2016-02-11,stranicke_preference_psp_1,svobodni,6,0.007,822,NA,Kamil Gregor,
cvvm_2016-02-11_stranicke_preference_psp_1_spd,cvvm_2016-02-11,stranicke_preference_psp_1,spd,17,0.021,822,NA,Kamil Gregor,
cvvm_2016-02-11_stranicke_preference_psp_1_usvit,cvvm_2016-02-11,stranicke_preference_psp_1,usvit,9,0.011,822,NA,Kamil Gregor,
cvvm_2016-02-11_stranicke_preference_psp_1_ostatnivyroky,cvvm_2016-02-11,stranicke_preference_psp_1,ostatnivyroky,11,0.013,822,NA,Kamil Gregor,
cvvm_2016-02-11_stranicke_preference_psp_1_nevi,cvvm_2016-02-11,stranicke_preference_psp_1,nevi,97,0.118,822,NA,Kamil Gregor,
cvvm_2016-02-11_stranicke_preference_psp_1_bezodpovedi,cvvm_2016-02-11,stranicke_preference_psp_1,bezodpovedi,14,NA,NA,NA,Kamil Gregor,
cvvm_2016-02-11_stranicke_preference_psp_1_odmitl,cvvm_2016-02-11,stranicke_preference_psp_1,odmitl,1,NA,NA,NA,Kamil Gregor,
cvvm_2016-03-10_volebni_ucast_psp_1_rozhodneano,cvvm_2016-03-10,volebni_ucast_psp_1,rozhodneano,278,0.258,1078,NA,Kamil Gregor,
cvvm_2016-03-10_volebni_ucast_psp_1_spiseano,cvvm_2016-03-10,volebni_ucast_psp_1,spiseano,308,0.286,1078,NA,Kamil Gregor,
cvvm_2016-03-10_volebni_ucast_psp_1_spisene,cvvm_2016-03-10,volebni_ucast_psp_1,spisene,154,0.143,1078,NA,Kamil Gregor,
cvvm_2016-03-10_volebni_ucast_psp_1_rozhodnene,cvvm_2016-03-10,volebni_ucast_psp_1,rozhodnene,231,0.214,1078,NA,Kamil Gregor,
cvvm_2016-03-10_volebni_ucast_psp_1_bezprava,cvvm_2016-03-10,volebni_ucast_psp_1,bezprava,40,0.037,1078,NA,Kamil Gregor,
cvvm_2016-03-10_volebni_ucast_psp_1_nevi,cvvm_2016-03-10,volebni_ucast_psp_1,nevi,67,0.062,1078,NA,Kamil Gregor,
cvvm_2016-03-10_volebni_ucast_psp_1_bezodpovedi,cvvm_2016-03-10,volebni_ucast_psp_1,bezodpovedi,1,NA,NA,NA,Kamil Gregor,
cvvm_2016-03-10_stranicke_preference_psp_1_cssd,cvvm_2016-03-10,stranicke_preference_psp_1,cssd,146,0.184,792,NA,Kamil Gregor,
cvvm_2016-03-10_stranicke_preference_psp_1_ods,cvvm_2016-03-10,stranicke_preference_psp_1,ods,59,0.074,792,NA,Kamil Gregor,
cvvm_2016-03-10_stranicke_preference_psp_1_kscm,cvvm_2016-03-10,stranicke_preference_psp_1,kscm,79,0.1,792,NA,Kamil Gregor,
cvvm_2016-03-10_stranicke_preference_psp_1_kducsl,cvvm_2016-03-10,stranicke_preference_psp_1,kducsl,44,0.056,792,NA,Kamil Gregor,
cvvm_2016-03-10_stranicke_preference_psp_1_sz,cvvm_2016-03-10,stranicke_preference_psp_1,sz,23,0.029,792,NA,Kamil Gregor,
cvvm_2016-03-10_stranicke_preference_psp_1_top09,cvvm_2016-03-10,stranicke_preference_psp_1,top09,45,0.057,792,NA,Kamil Gregor,
cvvm_2016-03-10_stranicke_preference_psp_1_spo,cvvm_2016-03-10,stranicke_preference_psp_1,spo,6,0.008,792,NA,Kamil Gregor,
cvvm_2016-03-10_stranicke_preference_psp_1_ano,cvvm_2016-03-10,stranicke_preference_psp_1,ano,199,0.251,792,NA,Kamil Gregor,
cvvm_2016-03-10_stranicke_preference_psp_1_zadna,cvvm_2016-03-10,stranicke_preference_psp_1,zadna,9,0.011,792,NA,Kamil Gregor,
cvvm_2016-03-10_stranicke_preference_psp_1_ostatni,cvvm_2016-03-10,stranicke_preference_psp_1,ostatni,12,0.015,792,NA,Kamil Gregor,
cvvm_2016-03-10_stranicke_preference_psp_1_pirati,cvvm_2016-03-10,stranicke_preference_psp_1,pirati,16,0.02,792,NA,Kamil Gregor,
cvvm_2016-03-10_stranicke_preference_psp_1_svobodni,cvvm_2016-03-10,stranicke_preference_psp_1,svobodni,5,0.006,792,NA,Kamil Gregor,
cvvm_2016-03-10_stranicke_preference_psp_1_spd,cvvm_2016-03-10,stranicke_preference_psp_1,spd,13,0.016,792,NA,Kamil Gregor,
cvvm_2016-03-10_stranicke_preference_psp_1_usvit,cvvm_2016-03-10,stranicke_preference_psp_1,usvit,15,0.019,792,NA,Kamil Gregor,
cvvm_2016-03-10_stranicke_preference_psp_1_ostatnivyroky,cvvm_2016-03-10,stranicke_preference_psp_1,ostatnivyroky,13,0.016,792,NA,Kamil Gregor,
cvvm_2016-03-10_stranicke_preference_psp_1_nevi,cvvm_2016-03-10,stranicke_preference_psp_1,nevi,108,0.136,792,NA,Kamil Gregor,
cvvm_2016-03-10_stranicke_preference_psp_1_bezodpovedi,cvvm_2016-03-10,stranicke_preference_psp_1,bezodpovedi,11,NA,NA,NA,Kamil Gregor,
cvvm_2016-03-10_stranicke_preference_psp_1_odmitl,cvvm_2016-03-10,stranicke_preference_psp_1,odmitl,4,NA,NA,NA,Kamil Gregor,
cvvm_2016-04-07_volebni_ucast_psp_1_rozhodneano,cvvm_2016-04-07,volebni_ucast_psp_1,rozhodneano,280,0.264,1062,NA,Kamil Gregor,
cvvm_2016-04-07_volebni_ucast_psp_1_spiseano,cvvm_2016-04-07,volebni_ucast_psp_1,spiseano,330,0.311,1062,NA,Kamil Gregor,
cvvm_2016-04-07_volebni_ucast_psp_1_spisene,cvvm_2016-04-07,volebni_ucast_psp_1,spisene,128,0.121,1062,NA,Kamil Gregor,
cvvm_2016-04-07_volebni_ucast_psp_1_rozhodnene,cvvm_2016-04-07,volebni_ucast_psp_1,rozhodnene,199,0.187,1062,NA,Kamil Gregor,
cvvm_2016-04-07_volebni_ucast_psp_1_bezprava,cvvm_2016-04-07,volebni_ucast_psp_1,bezprava,37,0.035,1062,NA,Kamil Gregor,
cvvm_2016-04-07_volebni_ucast_psp_1_nevi,cvvm_2016-04-07,volebni_ucast_psp_1,nevi,88,0.083,1062,NA,Kamil Gregor,
cvvm_2016-04-07_volebni_ucast_psp_1_bezodpovedi,cvvm_2016-04-07,volebni_ucast_psp_1,bezodpovedi,1,NA,NA,NA,Kamil Gregor,
cvvm_2016-04-07_stranicke_preference_psp_1_cssd,cvvm_2016-04-07,stranicke_preference_psp_1,cssd,182,0.227,801,NA,Kamil Gregor,
cvvm_2016-04-07_stranicke_preference_psp_1_ods,cvvm_2016-04-07,stranicke_preference_psp_1,ods,59,0.074,801,NA,Kamil Gregor,
cvvm_2016-04-07_stranicke_preference_psp_1_kscm,cvvm_2016-04-07,stranicke_preference_psp_1,kscm,77,0.096,801,NA,Kamil Gregor,
cvvm_2016-04-07_stranicke_preference_psp_1_kducsl,cvvm_2016-04-07,stranicke_preference_psp_1,kducsl,50,0.062,801,NA,Kamil Gregor,
cvvm_2016-04-07_stranicke_preference_psp_1_sz,cvvm_2016-04-07,stranicke_preference_psp_1,sz,22,0.027,801,NA,Kamil Gregor,
cvvm_2016-04-07_stranicke_preference_psp_1_top09,cvvm_2016-04-07,stranicke_preference_psp_1,top09,50,0.062,801,NA,Kamil Gregor,
cvvm_2016-04-07_stranicke_preference_psp_1_spo,cvvm_2016-04-07,stranicke_preference_psp_1,spo,1,0.001,801,NA,Kamil Gregor,
cvvm_2016-04-07_stranicke_preference_psp_1_ano,cvvm_2016-04-07,stranicke_preference_psp_1,ano,180,0.225,801,NA,Kamil Gregor,
cvvm_2016-04-07_stranicke_preference_psp_1_zadna,cvvm_2016-04-07,stranicke_preference_psp_1,zadna,10,0.012,801,NA,Kamil Gregor,
cvvm_2016-04-07_stranicke_preference_psp_1_ostatni,cvvm_2016-04-07,stranicke_preference_psp_1,ostatni,12,0.015,801,NA,Kamil Gregor,
cvvm_2016-04-07_stranicke_preference_psp_1_pirati,cvvm_2016-04-07,stranicke_preference_psp_1,pirati,19,0.024,801,NA,Kamil Gregor,
cvvm_2016-04-07_stranicke_preference_psp_1_svobodni,cvvm_2016-04-07,stranicke_preference_psp_1,svobodni,3,0.004,801,NA,Kamil Gregor,
cvvm_2016-04-07_stranicke_preference_psp_1_spd,cvvm_2016-04-07,stranicke_preference_psp_1,spd,17,0.021,801,NA,Kamil Gregor,
cvvm_2016-04-07_stranicke_preference_psp_1_usvit,cvvm_2016-04-07,stranicke_preference_psp_1,usvit,10,0.012,801,NA,Kamil Gregor,
cvvm_2016-04-07_stranicke_preference_psp_1_ostatnivyroky,cvvm_2016-04-07,stranicke_preference_psp_1,ostatnivyroky,8,0.01,801,NA,Kamil Gregor,
cvvm_2016-04-07_stranicke_preference_psp_1_nevi,cvvm_2016-04-07,stranicke_preference_psp_1,nevi,101,0.126,801,NA,Kamil Gregor,
cvvm_2016-04-07_stranicke_preference_psp_1_bezodpovedi,cvvm_2016-04-07,stranicke_preference_psp_1,bezodpovedi,21,NA,NA,NA,Kamil Gregor,
cvvm_2016-04-07_stranicke_preference_psp_1_odmitl,cvvm_2016-04-07,stranicke_preference_psp_1,odmitl,4,NA,NA,NA,Kamil Gregor,
cvvm_2016-05-09_volebni_ucast_psp_1_rozhodneano,cvvm_2016-05-09,volebni_ucast_psp_1,rozhodneano,281,0.277,1015,NA,Kamil Gregor,
cvvm_2016-05-09_volebni_ucast_psp_1_spiseano,cvvm_2016-05-09,volebni_ucast_psp_1,spiseano,306,0.301,1015,NA,Kamil Gregor,
cvvm_2016-05-09_volebni_ucast_psp_1_spisene,cvvm_2016-05-09,volebni_ucast_psp_1,spisene,111,0.109,1015,NA,Kamil Gregor,
cvvm_2016-05-09_volebni_ucast_psp_1_rozhodnene,cvvm_2016-05-09,volebni_ucast_psp_1,rozhodnene,213,0.21,1015,NA,Kamil Gregor,
cvvm_2016-05-09_volebni_ucast_psp_1_bezprava,cvvm_2016-05-09,volebni_ucast_psp_1,bezprava,34,0.033,1015,NA,Kamil Gregor,
cvvm_2016-05-09_volebni_ucast_psp_1_nevi,cvvm_2016-05-09,volebni_ucast_psp_1,nevi,70,0.069,1015,NA,Kamil Gregor,
cvvm_2016-05-09_volebni_ucast_psp_1_bezodpovedi,cvvm_2016-05-09,volebni_ucast_psp_1,bezodpovedi,0,NA,NA,NA,Kamil Gregor,
cvvm_2016-05-09_stranicke_preference_psp_1_cssd,cvvm_2016-05-09,stranicke_preference_psp_1,cssd,168,0.222,757,NA,Kamil Gregor,
cvvm_2016-05-09_stranicke_preference_psp_1_ods,cvvm_2016-05-09,stranicke_preference_psp_1,ods,54,0.071,757,NA,Kamil Gregor,
cvvm_2016-05-09_stranicke_preference_psp_1_kscm,cvvm_2016-05-09,stranicke_preference_psp_1,kscm,94,0.124,757,NA,Kamil Gregor,
cvvm_2016-05-09_stranicke_preference_psp_1_kducsl,cvvm_2016-05-09,stranicke_preference_psp_1,kducsl,35,0.046,757,NA,Kamil Gregor,
cvvm_2016-05-09_stranicke_preference_psp_1_sz,cvvm_2016-05-09,stranicke_preference_psp_1,sz,25,0.033,757,NA,Kamil Gregor,
cvvm_2016-05-09_stranicke_preference_psp_1_top09,cvvm_2016-05-09,stranicke_preference_psp_1,top09,37,0.049,757,NA,Kamil Gregor,
cvvm_2016-05-09_stranicke_preference_psp_1_spo,cvvm_2016-05-09,stranicke_preference_psp_1,spo,2,0.003,757,NA,Kamil Gregor,
cvvm_2016-05-09_stranicke_preference_psp_1_ano,cvvm_2016-05-09,stranicke_preference_psp_1,ano,182,0.24,757,NA,Kamil Gregor,
cvvm_2016-05-09_stranicke_preference_psp_1_zadna,cvvm_2016-05-09,stranicke_preference_psp_1,zadna,3,0.004,757,NA,Kamil Gregor,
cvvm_2016-05-09_stranicke_preference_psp_1_ostatni,cvvm_2016-05-09,stranicke_preference_psp_1,ostatni,17,0.022,757,NA,Kamil Gregor,
cvvm_2016-05-09_stranicke_preference_psp_1_pirati,cvvm_2016-05-09,stranicke_preference_psp_1,pirati,17,0.022,757,NA,Kamil Gregor,
cvvm_2016-05-09_stranicke_preference_psp_1_svobodni,cvvm_2016-05-09,stranicke_preference_psp_1,svobodni,4,0.005,757,NA,Kamil Gregor,
cvvm_2016-05-09_stranicke_preference_psp_1_spd,cvvm_2016-05-09,stranicke_preference_psp_1,spd,14,0.018,757,NA,Kamil Gregor,
cvvm_2016-05-09_stranicke_preference_psp_1_usvit,cvvm_2016-05-09,stranicke_preference_psp_1,usvit,9,0.012,757,NA,Kamil Gregor,
cvvm_2016-05-09_stranicke_preference_psp_1_ostatnivyroky,cvvm_2016-05-09,stranicke_preference_psp_1,ostatnivyroky,8,0.011,757,NA,Kamil Gregor,
cvvm_2016-05-09_stranicke_preference_psp_1_nevi,cvvm_2016-05-09,stranicke_preference_psp_1,nevi,88,0.116,757,NA,Kamil Gregor,
cvvm_2016-05-09_stranicke_preference_psp_1_bezodpovedi,cvvm_2016-05-09,stranicke_preference_psp_1,bezodpovedi,8,NA,NA,NA,Kamil Gregor,
cvvm_2016-05-09_stranicke_preference_psp_1_odmitl,cvvm_2016-05-09,stranicke_preference_psp_1,odmitl,3,NA,NA,NA,Kamil Gregor,
cvvm_2016-06-11_volebni_ucast_psp_1_rozhodneano,cvvm_2016-06-11,volebni_ucast_psp_1,rozhodneano,279,0.278,1005,NA,Kamil Gregor,
cvvm_2016-06-11_volebni_ucast_psp_1_spiseano,cvvm_2016-06-11,volebni_ucast_psp_1,spiseano,300,0.299,1005,NA,Kamil Gregor,
cvvm_2016-06-11_volebni_ucast_psp_1_spisene,cvvm_2016-06-11,volebni_ucast_psp_1,spisene,122,0.121,1005,NA,Kamil Gregor,
cvvm_2016-06-11_volebni_ucast_psp_1_rozhodnene,cvvm_2016-06-11,volebni_ucast_psp_1,rozhodnene,201,0.2,1005,NA,Kamil Gregor,
cvvm_2016-06-11_volebni_ucast_psp_1_bezprava,cvvm_2016-06-11,volebni_ucast_psp_1,bezprava,39,0.039,1005,NA,Kamil Gregor,
cvvm_2016-06-11_volebni_ucast_psp_1_nevi,cvvm_2016-06-11,volebni_ucast_psp_1,nevi,64,0.064,1005,NA,Kamil Gregor,
cvvm_2016-06-11_volebni_ucast_psp_1_bezodpovedi,cvvm_2016-06-11,volebni_ucast_psp_1,bezodpovedi,0,NA,NA,NA,Kamil Gregor,
cvvm_2016-06-11_stranicke_preference_psp_1_cssd,cvvm_2016-06-11,stranicke_preference_psp_1,cssd,166,0.22,755,NA,Kamil Gregor,
cvvm_2016-06-11_stranicke_preference_psp_1_ods,cvvm_2016-06-11,stranicke_preference_psp_1,ods,55,0.073,755,NA,Kamil Gregor,
cvvm_2016-06-11_stranicke_preference_psp_1_kscm,cvvm_2016-06-11,stranicke_preference_psp_1,kscm,99,0.131,755,NA,Kamil Gregor,
cvvm_2016-06-11_stranicke_preference_psp_1_kducsl,cvvm_2016-06-11,stranicke_preference_psp_1,kducsl,53,0.07,755,NA,Kamil Gregor,
cvvm_2016-06-11_stranicke_preference_psp_1_sz,cvvm_2016-06-11,stranicke_preference_psp_1,sz,18,0.024,755,NA,Kamil Gregor,
cvvm_2016-06-11_stranicke_preference_psp_1_top09,cvvm_2016-06-11,stranicke_preference_psp_1,top09,43,0.057,755,NA,Kamil Gregor,
cvvm_2016-06-11_stranicke_preference_psp_1_spo,cvvm_2016-06-11,stranicke_preference_psp_1,spo,1,0.001,755,NA,Kamil Gregor,
cvvm_2016-06-11_stranicke_preference_psp_1_ano,cvvm_2016-06-11,stranicke_preference_psp_1,ano,145,0.192,755,NA,Kamil Gregor,
cvvm_2016-06-11_stranicke_preference_psp_1_zadna,cvvm_2016-06-11,stranicke_preference_psp_1,zadna,8,0.011,755,NA,Kamil Gregor,
cvvm_2016-06-11_stranicke_preference_psp_1_ostatni,cvvm_2016-06-11,stranicke_preference_psp_1,ostatni,8,0.011,755,NA,Kamil Gregor,
cvvm_2016-06-11_stranicke_preference_psp_1_pirati,cvvm_2016-06-11,stranicke_preference_psp_1,pirati,17,0.023,755,NA,Kamil Gregor,
cvvm_2016-06-11_stranicke_preference_psp_1_svobodni,cvvm_2016-06-11,stranicke_preference_psp_1,svobodni,4,0.005,755,NA,Kamil Gregor,
cvvm_2016-06-11_stranicke_preference_psp_1_spd,cvvm_2016-06-11,stranicke_preference_psp_1,spd,24,0.032,755,NA,Kamil Gregor,
cvvm_2016-06-11_stranicke_preference_psp_1_usvit,cvvm_2016-06-11,stranicke_preference_psp_1,usvit,8,0.011,755,NA,Kamil Gregor,
cvvm_2016-06-11_stranicke_preference_psp_1_ostatnivyroky,cvvm_2016-06-11,stranicke_preference_psp_1,ostatnivyroky,16,0.021,755,NA,Kamil Gregor,
cvvm_2016-06-11_stranicke_preference_psp_1_nevi,cvvm_2016-06-11,stranicke_preference_psp_1,nevi,90,0.119,755,NA,Kamil Gregor,
cvvm_2016-06-11_stranicke_preference_psp_1_bezodpovedi,cvvm_2016-06-11,stranicke_preference_psp_1,bezodpovedi,9,NA,NA,NA,Kamil Gregor,
cvvm_2016-06-11_stranicke_preference_psp_1_odmitl,cvvm_2016-06-11,stranicke_preference_psp_1,odmitl,1,NA,NA,NA,Kamil Gregor,
median_2014-05-08_volebni_ucast_psp_2_rozhodneano,median_2014-05-08,volebni_ucast_psp_2,rozhodneano,NA,0.41,1056,NA,Kamil Gregor,
median_2014-05-08_volebni_ucast_psp_2_spiseano,median_2014-05-08,volebni_ucast_psp_2,spiseano,NA,0.185,1056,NA,Kamil Gregor,
median_2014-05-08_volebni_ucast_psp_2_spisene,median_2014-05-08,volebni_ucast_psp_2,spisene,NA,0.075,1056,NA,Kamil Gregor,
median_2014-05-08_volebni_ucast_psp_2_rozhodnene,median_2014-05-08,volebni_ucast_psp_2,rozhodnene,NA,0.33,1056,NA,Kamil Gregor,
median_2014-05-08_volebni_model_psp_1_cssd,median_2014-05-08,volebni_model_psp_1,cssd,NA,0.21,NA,1056,Kamil Gregor,
median_2014-05-08_volebni_model_psp_1_ano,median_2014-05-08,volebni_model_psp_1,ano,NA,0.23,NA,1056,Kamil Gregor,
median_2014-05-08_volebni_model_psp_1_kscm,median_2014-05-08,volebni_model_psp_1,kscm,NA,0.15,NA,1056,Kamil Gregor,
median_2014-05-08_volebni_model_psp_1_top09,median_2014-05-08,volebni_model_psp_1,top09,NA,0.1,NA,1056,Kamil Gregor,
median_2014-05-08_volebni_model_psp_1_ods,median_2014-05-08,volebni_model_psp_1,ods,NA,0.07,NA,1056,Kamil Gregor,
median_2014-05-08_volebni_model_psp_1_kducsl,median_2014-05-08,volebni_model_psp_1,kducsl,NA,0.065,NA,1056,Kamil Gregor,
median_2014-05-08_volebni_model_psp_1_usvit,median_2014-05-08,volebni_model_psp_1,usvit,NA,0.055,NA,1056,Kamil Gregor,
median_2014-05-08_volebni_model_psp_1_pirati,median_2014-05-08,volebni_model_psp_1,pirati,NA,0.03,NA,1056,Kamil Gregor,
median_2014-05-08_volebni_model_psp_1_sz,median_2014-05-08,volebni_model_psp_1,sz,NA,0.035,NA,1056,Kamil Gregor,
median_2014-05-08_volebni_model_psp_1_svobodni,median_2014-05-08,volebni_model_psp_1,svobodni,NA,0.03,NA,1056,Kamil Gregor,
median_2014-05-08_volebni_model_psp_1_ostatni,median_2014-05-08,volebni_model_psp_1,ostatni,NA,0.025,NA,1056,Kamil Gregor,
median_2014-05-20_volebni_ucast_psp_2_rozhodneano,median_2014-05-20,volebni_ucast_psp_2,rozhodneano,NA,0.37,926,NA,Kamil Gregor,
median_2014-05-20_volebni_ucast_psp_2_spiseano,median_2014-05-20,volebni_ucast_psp_2,spiseano,NA,0.17,926,NA,Kamil Gregor,
median_2014-05-20_volebni_ucast_psp_2_spisene,median_2014-05-20,volebni_ucast_psp_2,spisene,NA,0.08,926,NA,Kamil Gregor,
median_2014-05-20_volebni_ucast_psp_2_rozhodnene,median_2014-05-20,volebni_ucast_psp_2,rozhodnene,NA,0.38,926,NA,Kamil Gregor,
median_2014-05-20_volebni_model_psp_1_ano,median_2014-05-20,volebni_model_psp_1,ano,NA,0.22,NA,926,Kamil Gregor,
median_2014-05-20_volebni_model_psp_1_cssd,median_2014-05-20,volebni_model_psp_1,cssd,NA,0.185,NA,926,Kamil Gregor,
median_2014-05-20_volebni_model_psp_1_kscm,median_2014-05-20,volebni_model_psp_1,kscm,NA,0.15,NA,926,Kamil Gregor,
median_2014-05-20_volebni_model_psp_1_top09,median_2014-05-20,volebni_model_psp_1,top09,NA,0.125,NA,926,Kamil Gregor,
median_2014-05-20_volebni_model_psp_1_ods,median_2014-05-20,volebni_model_psp_1,ods,NA,0.07,NA,926,Kamil Gregor,
median_2014-05-20_volebni_model_psp_1_kducsl,median_2014-05-20,volebni_model_psp_1,kducsl,NA,0.06,NA,926,Kamil Gregor,
median_2014-05-20_volebni_model_psp_1_usvit,median_2014-05-20,volebni_model_psp_1,usvit,NA,0.06,NA,926,Kamil Gregor,
median_2014-05-20_volebni_model_psp_1_sz,median_2014-05-20,volebni_model_psp_1,sz,NA,0.035,NA,926,Kamil Gregor,
median_2014-05-20_volebni_model_psp_1_pirati,median_2014-05-20,volebni_model_psp_1,pirati,NA,0.035,NA,926,Kamil Gregor,
median_2014-05-20_volebni_model_psp_1_svobodni,median_2014-05-20,volebni_model_psp_1,svobodni,NA,0.03,NA,926,Kamil Gregor,
median_2014-05-20_volebni_model_psp_1_ostatni,median_2014-05-20,volebni_model_psp_1,ostatni,NA,0.03,NA,926,Kamil Gregor,
median_2014-06-16_volebni_ucast_psp_2_rozhodneano,median_2014-06-16,volebni_ucast_psp_2,rozhodneano,NA,0.38,1017,NA,Kamil Gregor,
median_2014-06-16_volebni_ucast_psp_2_spiseano,median_2014-06-16,volebni_ucast_psp_2,spiseano,NA,0.17,1017,NA,Kamil Gregor,
